Date,Open,High,Low,Close,Volume,Adj Close
5/21/2013,68.65,69.6,68.65,69.55,3583100,59.379
5/20/2013,68.9,69.2,68.7,69.05,2402500,58.952
5/17/2013,68.5,68.5,68.5,68.5,0,58.482
5/16/2013,68.5,69.1,68.1,68.5,1775200,58.482
5/15/2013,69,69,68.5,68.8,1445300,58.738
5/14/2013,68.8,69.2,68.5,68.7,2447000,58.653
5/13/2013,68.55,68.95,68.2,68.35,1973200,58.354
5/10/2013,68.7,68.9,68.45,68.9,2183000,58.824
5/9/2013,68.3,68.8,68.25,68.8,1182300,58.738
5/8/2013,68.8,68.8,68.2,68.65,1516500,58.61
5/7/2013,68.8,68.8,68,68.5,2638000,58.482
5/6/2013,68.9,68.9,68.35,68.6,1363800,58.568
5/3/2013,68.7,68.95,68.3,68.6,1427000,58.568
5/2/2013,67.65,68.45,67.65,68.45,1867800,58.44
5/1/2013,68.4,68.4,68.4,68.4,0,58.397
4/30/2013,68.4,68.6,68,68.4,2840600,58.397
4/29/2013,68.25,68.35,67.9,68.2,1809900,58.226
4/26/2013,67.95,68.2,67.75,68.15,2842300,58.184
4/25/2013,67.45,67.8,67.3,67.8,2091100,57.885
4/24/2013,67.7,67.7,67.2,67.3,2338800,57.458
4/23/2013,67.8,67.8,67.1,67.3,1473400,57.458
4/22/2013,66.9,67.7,66.9,67.5,1854700,57.629
4/19/2013,67.3,67.3,66.75,67.05,2459900,57.244
4/18/2013,66.9,67.4,66.8,67.05,2462400,57.244
4/17/2013,67.9,67.9,66.9,67.1,2302900,57.287
4/16/2013,67.1,67.75,66.75,67.5,2912800,57.629
4/15/2013,67.95,68.15,67.05,67.1,2018500,57.287
4/12/2013,68.05,68.1,67.75,67.95,1694300,58.013
4/11/2013,68.15,68.2,67.6,67.8,1606000,57.885
4/10/2013,67.35,68.05,67.1,68,2245000,58.055
4/9/2013,67.75,67.85,67.4,67.55,1734200,57.671
4/8/2013,67.3,67.3,66.8,67.1,2331600,57.287
4/5/2013,69.4,69.4,66.9,66.95,5148700,57.159
4/4/2013,68.8,68.8,68.8,68.8,0,58.738
4/3/2013,68.8,68.85,68.4,68.8,3198000,58.738
4/2/2013,68.3,68.45,67.95,68.45,2889200,58.44
4/1/2013,68,68,68,68,0,58.055
3/29/2013,68,68,68,68,0,58.055
3/28/2013,68,68.15,67.5,68,4961500,58.055
3/27/2013,67.5,67.8,67.45,67.7,2270500,57.799
3/26/2013,67.6,67.7,67.25,67.65,2390500,57.757
3/25/2013,67.5,67.65,67.3,67.6,3253100,57.714
3/22/2013,67,67.5,67,67.35,3465700,57.501
3/21/2013,67,67.4,66.75,67.35,3873700,57.501
3/20/2013,66.8,66.9,66.5,66.85,5627600,57.074
3/19/2013,66.5,67,66.2,66.75,4373100,56.988
3/18/2013,66.35,66.6,66,66.15,5457700,56.476
3/15/2013,66.9,67,66.2,66.55,6958600,56.818
3/14/2013,66.05,66.6,65.95,66.6,6158900,56.86
3/13/2013,67,67,65.9,66.3,6220100,56.604
3/12/2013,67.1,67.2,66.75,66.8,3761400,57.031
3/11/2013,67.35,67.35,66.9,67,4429800,57.202
3/8/2013,67.5,67.5,66.75,67,7116000,57.202
3/7/2013,67.8,68.45,67.8,68.25,6909500,57.432
3/6/2013,67.95,68.1,67.6,68,3602900,57.222
3/5/2013,67.85,67.9,67.7,67.85,3942800,57.096
3/4/2013,67.7,67.95,67.05,67.85,5726100,57.096
3/1/2013,66.5,67.7,66.5,67.55,7558200,56.843
2/28/2013,66.8,66.9,66.2,66.75,6008500,56.17
2/27/2013,66.5,66.85,66.3,66.55,5533300,56.002
2/26/2013,66.8,67,66.5,66.85,4436300,56.254
2/25/2013,67.25,67.25,66.5,66.5,3716300,55.96
2/22/2013,66.8,66.9,66.5,66.85,3044400,56.254
2/21/2013,66.6,66.95,66.3,66.65,3547200,56.086
2/20/2013,67.1,67.1,66.75,66.95,4151300,56.338
2/19/2013,66.8,67,66.5,66.7,3708300,56.128
2/18/2013,66,66.5,66,66.5,1871800,55.96
2/15/2013,66.5,66.55,66.25,66.35,2893400,55.833
2/14/2013,66.8,66.8,66.25,66.5,3402400,55.96
2/13/2013,66.6,66.6,66.6,66.6,0,56.044
2/12/2013,66.6,66.6,66.6,66.6,0,56.044
2/11/2013,66.6,66.6,66.6,66.6,0,56.044
2/8/2013,66.3,66.8,66.3,66.6,3477900,56.044
2/7/2013,66.45,66.5,66.2,66.35,4604200,55.833
2/6/2013,66.1,66.45,65.9,66.05,3533700,55.581
2/5/2013,66.5,66.5,65.7,65.9,3078200,55.455
2/4/2013,66.3,66.5,66,66.2,3042000,55.707
2/1/2013,65.85,66.2,65.8,65.95,2995200,55.497
1/31/2013,66,66.3,65.8,65.95,3876800,55.497
1/30/2013,66,66.3,66,66.05,3778800,55.581
1/29/2013,65.7,66.15,65.4,65.9,4759800,55.455
1/28/2013,65.45,65.65,65.3,65.5,4101200,55.118
1/25/2013,65.05,65.45,65.05,65.3,2442100,54.95
1/24/2013,65.3,65.45,65.15,65.35,2929900,54.992
1/23/2013,64.85,65.3,64.85,65.15,3723100,54.824
1/22/2013,64.95,65.1,64.9,65,2295900,54.697
1/21/2013,64.85,65,64.85,64.95,2257600,54.655
1/18/2013,65,65.1,64.8,64.95,3879500,54.655
1/17/2013,65.1,65.1,64.9,65.05,2601500,54.739
1/16/2013,65,65.1,64.85,64.9,3865400,54.613
1/15/2013,65.3,65.3,64.95,65.15,4326400,54.824
1/14/2013,65.05,65.3,64.95,64.95,3800400,54.655
1/11/2013,65.05,65.35,65.05,65.05,3203800,54.739
1/10/2013,65.1,65.45,65.05,65.35,3760300,54.992
1/9/2013,65.3,65.4,65,65.3,3192500,54.95
1/8/2013,65,65.25,65,65.2,3523400,54.866
1/7/2013,65.2,65.35,64.95,65.1,3571400,54.781
1/4/2013,64.85,65.35,64.8,65.2,3423200,54.866
1/3/2013,65.15,65.45,64.8,64.85,6446900,54.571
1/2/2013,65.15,65.45,65.05,65.4,5887600,55.034
1/1/2013,64.85,64.85,64.85,64.85,0,54.571
12/31/2012,64.8,65.1,64.75,64.85,1982300,54.571
12/28/2012,64.5,65,64.4,64.8,4931100,54.529
12/27/2012,64.45,64.85,64.4,64.5,3921300,54.277
12/26/2012,64.3,64.3,64.3,64.3,0,54.108
12/25/2012,64.3,64.3,64.3,64.3,0,54.108
12/24/2012,64.25,64.55,64.25,64.3,2197100,54.108
12/21/2012,64.15,64.45,63.9,64.25,7281100,54.066
12/20/2012,64,64.2,64,64.1,9147800,53.94
12/19/2012,64.85,64.9,64.25,64.3,10666500,54.108
12/18/2012,64.5,64.9,64.5,64.8,7200300,54.529
12/17/2012,65,65.3,64.75,64.8,5993300,54.529
12/14/2012,65,65.2,64.95,65.15,10192500,54.824
12/13/2012,64.75,65.2,63.8,64.8,44484400,54.529
12/12/2012,67.4,67.65,67,67.2,2731600,56.549
12/11/2012,66.9,67.6,66.9,67.4,1901700,56.717
12/10/2012,67.15,67.35,66.9,67.25,2078400,56.591
12/7/2012,67.6,67.6,66.9,67,2145900,56.38
12/6/2012,67.35,67.9,67.1,67.45,2821700,56.759
12/5/2012,67.25,67.75,66.9,67.7,2603100,56.969
12/4/2012,66.85,67.2,66.7,66.9,2191600,56.296
12/3/2012,67.85,67.85,67,67.2,2100100,56.549
11/30/2012,67.65,68.1,67.6,67.95,3920400,56.734
11/29/2012,67.35,67.6,67.25,67.55,3365100,56.4
11/28/2012,67,67.3,67,67.1,2085700,56.024
11/27/2012,67.45,67.5,67,67.2,2522000,56.108
11/26/2012,67,67.35,66.9,67.2,1386000,56.108
11/23/2012,66.7,67.2,66.5,67.05,2509400,55.982
11/22/2012,66.7,66.9,66.1,66.7,2473100,55.69
11/21/2012,66.7,66.7,66.2,66.7,1631400,55.69
11/20/2012,66.65,66.7,66.3,66.5,1904100,55.523
11/19/2012,65.95,66.5,65.95,66.3,1335100,55.356
11/16/2012,66.3,66.3,66,66.15,1734000,55.231
11/15/2012,65.8,66.25,65.6,65.95,1857700,55.064
11/14/2012,65.6,65.95,65.6,65.8,1848700,54.939
11/13/2012,65.65,65.95,65.6,65.6,2156800,54.772
11/12/2012,65.5,66.45,65.5,65.8,1493200,54.939
11/9/2012,66.05,66.2,65.6,65.65,4093800,54.813
11/8/2012,66.05,66.65,66,66.05,2919400,55.147
11/7/2012,66.55,66.8,66.3,66.7,2787100,55.69
11/6/2012,66.1,66.5,66,66.45,3095500,55.481
11/5/2012,66.3,66.45,66,66.1,2210600,55.189
11/2/2012,66.3,66.3,65.95,66.15,2214800,55.231
11/1/2012,65.85,66.2,65.75,65.95,2325900,55.064
10/31/2012,66.2,66.25,65.8,66.1,2305800,55.189
10/30/2012,66.15,66.2,65.8,66.05,1486900,55.147
10/29/2012,65.45,66.15,65.45,65.95,2863600,55.064
10/26/2012,66.25,66.5,65.9,66,2023600,55.106
10/25/2012,66.05,66.35,66,66.2,2283400,55.273
10/24/2012,66,66.15,65.6,66,3019500,55.106
10/23/2012,65.6,65.6,65.6,65.6,0,54.772
10/22/2012,65.35,65.85,65.35,65.6,1561200,54.772
10/19/2012,65.6,65.8,65.35,65.6,1270100,54.772
10/18/2012,65.55,66.15,65.35,65.6,1876900,54.772
10/17/2012,65.5,65.9,65.4,65.45,2186500,54.646
10/16/2012,65.3,66.2,65.3,65.45,2356000,54.646
10/15/2012,65.1,65.7,65.1,65.2,2528100,54.438
10/12/2012,65.1,65.55,65.1,65.2,2465600,54.438
10/11/2012,65.75,65.85,65.1,65.15,4324100,54.396
10/10/2012,65.75,66.3,65.75,66,1117800,55.106
10/9/2012,66.1,66.4,65.9,66.15,1174200,55.231
10/8/2012,66.45,66.45,65.8,65.85,1058600,54.98
10/5/2012,66,66.35,65.8,65.95,2040700,55.064
10/4/2012,66.35,66.5,65.9,65.95,1778800,55.064
10/3/2012,65.3,66.5,65.3,66.45,5338200,55.481
10/2/2012,65.9,65.9,65.9,65.9,0,55.022
10/1/2012,65.9,65.9,65.9,65.9,0,55.022
9/28/2012,65.75,66.05,65.6,65.9,2406200,55.022
9/27/2012,65.35,66.45,65.25,65.7,3224200,54.855
9/26/2012,66.1,66.1,65.3,65.35,2133400,54.563
9/25/2012,65.95,66.3,65.7,66.1,2950600,55.189
9/24/2012,65.5,65.85,65.2,65.6,1552100,54.772
9/21/2012,66,66.1,65.3,65.85,2244000,54.98
9/20/2012,66,66,65.5,65.85,1920100,54.98
9/19/2012,65.4,65.9,65.05,65.7,2358200,54.855
9/18/2012,65.2,65.65,65,65.05,3047400,54.312
9/17/2012,64.9,65.4,64.8,65.25,2307500,54.479
9/14/2012,64.7,65.3,64.7,65.2,3141900,54.438
9/13/2012,64.35,64.8,64.3,64.7,1331600,54.02
9/12/2012,64.3,64.85,64.3,64.7,3175500,54.02
9/11/2012,64.05,64.65,64,64.5,2762300,53.853
9/10/2012,64.3,64.7,64.15,64.6,2101200,53.937
9/7/2012,63.25,64.65,63.25,64.5,4230900,53.853
9/6/2012,63.3,63.5,63.05,63.3,2579500,52.851
9/5/2012,63.8,63.9,63.45,63.5,3151100,53.018
9/4/2012,64.35,64.75,64,64,2000500,53.436
9/3/2012,64.5,65.1,64.3,64.7,1640500,54.02
8/31/2012,64.5,65.05,64.5,64.65,3992900,53.536
8/30/2012,64.75,65.05,64.6,64.6,3476400,53.495
8/29/2012,65,65.25,64.85,64.9,2881100,53.743
8/28/2012,65,65.5,65,65,2312000,53.826
8/27/2012,65.3,65.3,65,65.1,2057100,53.909
8/24/2012,65.2,65.35,65.05,65.1,2228300,53.909
8/23/2012,65.25,65.7,65.25,65.35,2185200,54.116
8/22/2012,65.35,65.6,65.25,65.3,1754700,54.074
8/21/2012,65.35,66,65.15,65.65,2107100,54.364
8/20/2012,65.35,65.6,65.05,65.5,2070800,54.24
8/17/2012,65.05,65.8,65.05,65.6,3819700,54.323
8/16/2012,66,66.1,65.1,65.2,5082100,53.991
8/15/2012,66.9,66.9,65.85,66.1,4967500,54.737
8/14/2012,67.8,68.4,67.3,67.75,3160500,56.103
